	filename	scene_label
0	vocal_imitations/00002_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
0	vocal_imitations/00002_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
1	vocal_imitations/00018_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
1	vocal_imitations/00018_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
2	vocal_imitations/00006_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
2	vocal_imitations/00006_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
3	vocal_imitations/00004_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
3	vocal_imitations/00004_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
4	vocal_imitations/00005_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
4	vocal_imitations/00005_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
5	vocal_imitations/00015_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
5	vocal_imitations/00015_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
6	vocal_imitations/00011_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
6	vocal_imitations/00011_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
7	vocal_imitations/00017_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
7	vocal_imitations/00017_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
8	vocal_imitations/00010_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
8	vocal_imitations/00010_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
9	vocal_imitations/00012_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
9	vocal_imitations/00012_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
10	vocal_imitations/00001_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
10	vocal_imitations/00001_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
11	vocal_imitations/00019_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
11	vocal_imitations/00019_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
12	vocal_imitations/00008_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
12	vocal_imitations/00008_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
13	vocal_imitations/00016_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
13	vocal_imitations/00016_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
14	vocal_imitations/00013_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
14	vocal_imitations/00013_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
15	vocal_imitations/00014_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
15	vocal_imitations/00014_000Animal_Domestic animals_pets_Cat_Growling.wav	000A
16	vocal_imitations/00027_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
16	vocal_imitations/00027_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
17	vocal_imitations/00022_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
17	vocal_imitations/00022_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
18	vocal_imitations/00028_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
18	vocal_imitations/00028_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
19	vocal_imitations/00037_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
19	vocal_imitations/00037_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
20	vocal_imitations/00035_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
20	vocal_imitations/00035_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
21	vocal_imitations/00024_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
21	vocal_imitations/00024_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
22	vocal_imitations/00021_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
22	vocal_imitations/00021_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
23	vocal_imitations/00031_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
23	vocal_imitations/00031_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
24	vocal_imitations/00036_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
24	vocal_imitations/00036_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
25	vocal_imitations/00025_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
25	vocal_imitations/00025_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
26	vocal_imitations/00038_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
26	vocal_imitations/00038_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
27	vocal_imitations/00030_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
27	vocal_imitations/00030_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
28	vocal_imitations/00020_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
28	vocal_imitations/00020_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
29	vocal_imitations/00034_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
29	vocal_imitations/00034_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
30	vocal_imitations/00026_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
30	vocal_imitations/00026_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
31	vocal_imitations/00033_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
31	vocal_imitations/00033_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
32	vocal_imitations/00058_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
32	vocal_imitations/00058_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
33	vocal_imitations/00055_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
33	vocal_imitations/00055_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
34	vocal_imitations/00057_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
34	vocal_imitations/00057_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
35	vocal_imitations/00056_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
35	vocal_imitations/00056_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
36	vocal_imitations/00044_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
36	vocal_imitations/00044_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
37	vocal_imitations/00054_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
37	vocal_imitations/00054_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
38	vocal_imitations/00045_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
38	vocal_imitations/00045_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
39	vocal_imitations/00048_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
39	vocal_imitations/00048_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
40	vocal_imitations/00047_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
40	vocal_imitations/00047_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
41	vocal_imitations/00043_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
41	vocal_imitations/00043_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
42	vocal_imitations/00041_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
42	vocal_imitations/00041_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
43	vocal_imitations/00039_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
43	vocal_imitations/00039_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
44	vocal_imitations/00050_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
44	vocal_imitations/00050_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
45	vocal_imitations/00051_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
45	vocal_imitations/00051_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
46	vocal_imitations/00042_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
46	vocal_imitations/00042_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
47	vocal_imitations/00049_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
47	vocal_imitations/00049_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
48	vocal_imitations/00046_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
48	vocal_imitations/00046_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
49	vocal_imitations/00066_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
49	vocal_imitations/00066_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
50	vocal_imitations/00061_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
50	vocal_imitations/00061_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
51	vocal_imitations/00059_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
51	vocal_imitations/00059_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
52	vocal_imitations/00071_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
52	vocal_imitations/00071_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
53	vocal_imitations/00067_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
53	vocal_imitations/00067_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
54	vocal_imitations/00062_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
54	vocal_imitations/00062_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
55	vocal_imitations/00063_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
55	vocal_imitations/00063_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
56	vocal_imitations/00074_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
56	vocal_imitations/00074_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
57	vocal_imitations/00075_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
57	vocal_imitations/00075_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
58	vocal_imitations/00069_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
